a(chebi:10100)	partOf	complex(a(chebi:10100), p(hgnc:19679))	{"relation": "partOf"}
path(doid:0080600)	positiveCorrelation	path(doid:10533)	{"annotations": {"mesh": {"D008168": true}}, "citation": {"db": "DOI", "db_id": "10.1101/2020.03.13.990226"}, "evidence": "Furthermore, the lesions occurred mainly in the lung confirmed by the HE staining and anti-spike protein of SARS-CoV-2 staining, with mild to moderate interstitial pneumonia characterized by thickened alveolar septa, accumulation of alveolar macrophages in the alveoli, degeneration of the alveolar epithelia, and infiltration of inflammatory cells (Figure 3a).", "line": 91, "relation": "positiveCorrelation"}
path(doid:0080600)	increases	path(doid:11162)	{"annotations": {"mesh": {"D008168": true}}, "citation": {"authors": ["Diaz JH"], "date": "2020-03-18", "db": "PubMed", "db_id": "32186711", "db_name": "Journal of travel medicine", "first": "Diaz JH", "last": "Diaz JH"}, "evidence": "Viral pneumonia and potentially fatal respiratory failure may result in susceptible persons after 10-14 days. 5", "line": 86, "relation": "increases"}
path(doid:0080600)	association	path(doid:11162)	{"annotations": {}, "citation": {"authors": ["Chen G", "Chen H", "Chen J", "Chen T", "Ding C", "Guo W", "Han M", "Huang J", "Li S", "Luo X", "Ma K", "Ning Q", "Wang H", "Wang T", "Wu D", "Xu D", "Yan W", "Yang D", "Yu H", "Zhang X", "Zhao J"], "date": "2020-03-26", "db": "PubMed", "db_id": "32217556", "db_name": "BMJ (Clinical research ed.)", "first": "Chen T", "last": "Ning Q", "pages": "m1091", "volume": "368"}, "evidence": "Common complications observed in deceased patients included acute respiratory distress syndrome (113; 100%), type I respiratory failure (18/35; 51%), sepsis (113; 100%), acute cardiac injury (72/94; 77%), heart failure (41/83; 49%), shock (46; 41%), alkalosis (14/35; 40%), hyperkalaemia (42; 37%), acute kidney injury (28; 25%), and hypoxic encephalopathy (23; 20%).", "line": 202, "relation": "association"}
path(doid:0080600)	association	path(mesh:D001424)	{"annotations": {}, "citation": {"authors": ["Chaicumpa W", "Dadar M", "Dhama K", "Malik YS", "Sharun K", "Singh KP", "Tiwari R"], "date": "2020-03-18", "db": "PubMed", "db_id": "32186952", "db_name": "Human vaccines &amp; immunotherapeutics", "first": "Dhama K", "last": "Chaicumpa W", "pages": "1-7"}, "evidence": "According to WHO guidelines, infected patients will receive supportive care including oxygen therapy, fluid therapy, and antibiotics for treating secondary bacterial infections.", "line": 86, "relation": "association"}
path(doid:0080600)	positiveCorrelation	p(hgnc:7758)	{"annotations": {}, "citation": {"authors": ["Chaicumpa W", "Dadar M", "Dhama K", "Malik YS", "Sharun K", "Singh KP", "Tiwari R"], "date": "2020-03-18", "db": "PubMed", "db_id": "32186952", "db_name": "Human vaccines &amp; immunotherapeutics", "first": "Dhama K", "last": "Chaicumpa W", "pages": "1-7"}, "evidence": "Furthermore, RNA synthesis inhibitors (like 3TC, TDF), remdesivir, neuraminidase inhibitors, peptide (EK1), anti-inflammatory drugs, abidol, Chinese traditional medicine, such as Lianhuaqingwen and ShuFengJieDu Capsules, could be the promising COVID-19 treatments.2", "line": 132, "relation": "positiveCorrelation"}
path(doid:0080600)	negativeCorrelation	bp(efo:0005682)	{"annotations": {}, "citation": {"authors": ["Huang M", "Qiu H", "Sun Q", "Yang Y"], "date": "2020-03-18", "db": "PubMed", "db_id": "32189136", "db_name": "Annals of intensive care", "first": "Sun Q", "last": "Yang Y", "pages": "33", "volume": "10"}, "evidence": "Once SpO2\u2009<\u200993%, RR\u2009>\u200930/min, HR\u2009>\u2009120/min or any signs of organ failure were observed, patients would be transferred to intensive care unit (ICU) and ICU physicians and nurses would take over their treatment.", "line": 84, "relation": "negativeCorrelation"}
path(doid:0080600)	negativeCorrelation	bp(efo:0005682)	{"annotations": {}, "citation": {"authors": ["Kang S", "Tian R", "Wang K", "Wang Y", "Zhang X"], "date": "2020-05-01", "db": "PubMed", "db_id": "32216961", "db_name": "Clinical radiology", "first": "Wang K", "last": "Wang Y", "pages": "341-347", "volume": "75"}, "evidence": "The range of SPO2 under the natural breathing conditions of the patients in this study was 70e99%. Spearman\u2019s correlation statistical analysis was performed on SPO2 and CT staging with results of p<0.05 and r\u00bce0.446, suggesting a weak negative correlation between the two.", "line": 101, "relation": "negativeCorrelation"}
path(doid:0080600)	negativeCorrelation	bp(mesh:D056152)	{"annotations": {}, "citation": {"authors": ["Huang M", "Qiu H", "Sun Q", "Yang Y"], "date": "2020-03-18", "db": "PubMed", "db_id": "32189136", "db_name": "Annals of intensive care", "first": "Sun Q", "last": "Yang Y", "pages": "33", "volume": "10"}, "evidence": "Once SpO2\u2009<\u200993%, RR\u2009>\u200930/min, HR\u2009>\u2009120/min or any signs of organ failure were observed, patients would be transferred to intensive care unit (ICU) and ICU physicians and nurses would take over their treatment.", "line": 85, "relation": "negativeCorrelation"}
path(doid:0080600)	positiveCorrelation	bp(mesh:D056152)	{"annotations": {}, "citation": {"authors": ["Chen G", "Chen H", "Chen J", "Chen T", "Ding C", "Guo W", "Han M", "Huang J", "Li S", "Luo X", "Ma K", "Ning Q", "Wang H", "Wang T", "Wu D", "Xu D", "Yan W", "Yang D", "Yu H", "Zhang X", "Zhao J"], "date": "2020-03-26", "db": "PubMed", "db_id": "32217556", "db_name": "BMJ (Clinical research ed.)", "first": "Chen T", "last": "Ning Q", "pages": "m1091", "volume": "368"}, "evidence": "Respiratory rates were significantly higher in deceased patients (24.0 breaths per minute) than in recovered patients (20.0 breaths per minute).", "line": 94, "relation": "positiveCorrelation"}
path(doid:0080600)	positiveCorrelation	bp(mesh:D006339)	{"annotations": {}, "citation": {"authors": ["Huang M", "Qiu H", "Sun Q", "Yang Y"], "date": "2020-03-18", "db": "PubMed", "db_id": "32189136", "db_name": "Annals of intensive care", "first": "Sun Q", "last": "Yang Y", "pages": "33", "volume": "10"}, "evidence": "Once SpO2\u2009<\u200993%, RR\u2009>\u200930/min, HR\u2009>\u2009120/min or any signs of organ failure were observed, patients would be transferred to intensive care unit (ICU) and ICU physicians and nurses would take over their treatment.", "line": 86, "relation": "positiveCorrelation"}
path(doid:0080600)	positiveCorrelation	bp(mesh:D006339)	{"annotations": {}, "citation": {"authors": ["Chen G", "Chen H", "Chen J", "Chen T", "Ding C", "Guo W", "Han M", "Huang J", "Li S", "Luo X", "Ma K", "Ning Q", "Wang H", "Wang T", "Wu D", "Xu D", "Yan W", "Yang D", "Yu H", "Zhang X", "Zhao J"], "date": "2020-03-26", "db": "PubMed", "db_id": "32217556", "db_name": "BMJ (Clinical research ed.)", "first": "Chen T", "last": "Ning Q", "pages": "m1091", "volume": "368"}, "evidence": "Heart rates were much higher in deceased patients (101.0 beats per minute) than in recovered patients (91.0 beats per minute).", "line": 91, "relation": "positiveCorrelation"}
path(doid:0080600)	positiveCorrelation	path(mesh:D009102)	{"annotations": {}, "citation": {"authors": ["Huang M", "Qiu H", "Sun Q", "Yang Y"], "date": "2020-03-18", "db": "PubMed", "db_id": "32189136", "db_name": "Annals of intensive care", "first": "Sun Q", "last": "Yang Y", "pages": "33", "volume": "10"}, "evidence": "Once SpO2\u2009<\u200993%, RR\u2009>\u200930/min, HR\u2009>\u2009120/min or any signs of organ failure were observed, patients would be transferred to intensive care unit (ICU) and ICU physicians and nurses would take over their treatment.", "line": 87, "relation": "positiveCorrelation"}
path(doid:0080600)	positiveCorrelation	a(mesh:D017668)	{"annotations": {}, "citation": {"authors": ["Huang M", "Qiu H", "Sun Q", "Yang Y"], "date": "2020-03-18", "db": "PubMed", "db_id": "32189136", "db_name": "Annals of intensive care", "first": "Sun Q", "last": "Yang Y", "pages": "33", "volume": "10"}, "evidence": "From our data of more than 600 NCP patients in Jiangsu Province, age, lymphocyte count, oxygen supplementation and aggressive pulmonary radiographic infiltrations are independent risk factors for NCP progressing to a critical condition.", "line": 91, "relation": "positiveCorrelation"}
path(doid:0080600)	positiveCorrelation	a(mesh:D017668)	{"annotations": {}, "citation": {"authors": ["Cai JP", "Chan JF", "Chan JM", "Chan KH", "Chan WM", "Chen H", "Chen LL", "Chen Z", "Cheng VC", "Chik TS", "Choi CY", "Hung IF", "Ip JD", "Lau DP", "Leung WS", "Lung DC", "Luo CT", "Ng AC", "Poon RW", "Tam AR", "To KK", "Tsang OT", "Wu TC", "Yip CC", "Yuen KY"], "date": "2020-03-23", "db": "PubMed", "db_id": "32213337", "db_name": "The Lancet. Infectious diseases", "first": "To KK", "last": "Yuen KY"}, "evidence": "When compared with mild and common COVID-19, initial univariate analysis of epidemiological, clinical and laboratory variables identified 11 significantly changed risk factors for severe/critical COVID-19, including increased ORs of age, age \u226550 years, period between illness onset and hospital visit, sputum production, any existing medical condition, multiple lung infection, ALT, lactate dehydrogenase (LDH), glucose and CRP, as well as decreased OR of the infected area (online supplementary table 1).", "line": 97, "relation": "positiveCorrelation"}
path(doid:0080600)	association	bp(mesh:D010102)	{"annotations": {}, "citation": {"authors": ["Huang M", "Qiu H", "Sun Q", "Yang Y"], "date": "2020-03-18", "db": "PubMed", "db_id": "32189136", "db_name": "Annals of intensive care", "first": "Sun Q", "last": "Yang Y", "pages": "33", "volume": "10"}, "evidence": "From our data of more than 600 NCP patients in Jiangsu Province, age, lymphocyte count, oxygen supplementation and aggressive pulmonary radiographic infiltrations are independent risk factors for NCP progressing to a critical condition.", "line": 94, "relation": "association"}
path(doid:0080600)	positiveCorrelation	path(doid:11396)	{"annotations": {}, "citation": {"authors": ["Huang M", "Qiu H", "Sun Q", "Yang Y"], "date": "2020-03-18", "db": "PubMed", "db_id": "32189136", "db_name": "Annals of intensive care", "first": "Sun Q", "last": "Yang Y", "pages": "33", "volume": "10"}, "evidence": "(2) Restrictive fluid resuscitation under the premise of adequate tissue perfusion is performed to relieve pulmonary edema.", "line": 105, "relation": "positiveCorrelation"}
path(doid:0080600)	positiveCorrelation	p(mesh:D053612)	{"citation": {"db": "DOI", "db_id": "https://doi.org/10.1016/S0140-6736(20)30628-0"}, "evidence": "Therapeutic options include steroids, intravenous immunoglobulin, selective cytokine blockade (eg, anakinra or tocilizumab) and JAK inhibition.", "line": 113, "relation": "positiveCorrelation"}
path(doid:0080600)	positiveCorrelation	path(doid:2089)	{"annotations": {}, "citation": {"authors": ["Li H", "Liu ZS", "Lu XX", "Ren J", "Sun D", "Xiao H", "Zhang FR"], "date": "2020-03-19", "db": "PubMed", "db_id": "32193831", "db_name": "World journal of pediatrics : WJP", "first": "Sun D", "last": "Liu ZS"}, "evidence": "In the severe pediatric patients, the most common symptom was polypnea (8/8), followed by fever (6/8), cough (6/8), expectoration (4/8), nausea/vomiting (4/8), diarrhea (3/8), fatigue/myalgia (1/8), headache (1/8) and constipation (1/8) (Table 1).", "line": 94, "relation": "positiveCorrelation"}
path(doid:0080600)	positiveCorrelation	a(mesh:D005100)	{"annotations": {}, "citation": {"authors": ["Li H", "Liu ZS", "Lu XX", "Ren J", "Sun D", "Xiao H", "Zhang FR"], "date": "2020-03-19", "db": "PubMed", "db_id": "32193831", "db_name": "World journal of pediatrics : WJP", "first": "Sun D", "last": "Liu ZS"}, "evidence": "In the severe pediatric patients, the most common symptom was polypnea (8/8), followed by fever (6/8), cough (6/8), expectoration (4/8), nausea/vomiting (4/8), diarrhea (3/8), fatigue/myalgia (1/8), headache (1/8) and constipation (1/8) (Table 1).", "line": 96, "relation": "positiveCorrelation"}
path(doid:0080600)	positiveCorrelation	p(mesh:C033183)	{"annotations": {"mesh": {"D001769": true}}, "citation": {"authors": ["Li H", "Liu ZS", "Lu XX", "Ren J", "Sun D", "Xiao H", "Zhang FR"], "date": "2020-03-19", "db": "PubMed", "db_id": "32193831", "db_name": "World journal of pediatrics : WJP", "first": "Sun D", "last": "Liu ZS"}, "evidence": "Increased C-reactive protein, procalcitonin and lactate dehydrogenase were found in five patients (5/8), and increased alanine aminotransferase (ALT) in four (4/8). ", "line": 110, "relation": "positiveCorrelation"}
path(doid:0080600)	positiveCorrelation	p(mesh:C033183)	{"annotations": {"mesh": {"D001769": true}}, "citation": {"authors": ["Cao Y", "Chen G", "Chen H", "Chen T", "Guo W", "Han M", "Huang D", "Li S", "Luo X", "Ning Q", "Song J", "Wang H", "Wang T", "Wu D", "Wu S", "Yu H", "Zhang M", "Zhang X", "Zhao J"], "date": "2020-03-27", "db": "PubMed", "db_id": "32217835", "db_name": "The Journal of clinical investigation", "first": "Chen G", "last": "Ning Q"}, "evidence": "Besides, serum levels of procalcitonin tended to be higher in severe cases than in moderate cases.", "line": 132, "relation": "positiveCorrelation"}
path(doid:0080600)	positiveCorrelation	bp(efo:0004507)	{"annotations": {"mesh": {"D001769": true}}, "citation": {"authors": ["Li H", "Liu ZS", "Lu XX", "Ren J", "Sun D", "Xiao H", "Zhang FR"], "date": "2020-03-19", "db": "PubMed", "db_id": "32193831", "db_name": "World journal of pediatrics : WJP", "first": "Sun D", "last": "Liu ZS"}, "evidence": "Two patients (2/5) had high D-dimer level.", "line": 114, "relation": "positiveCorrelation"}
path(doid:0080600)	positiveCorrelation	bp(efo:0004507)	{"annotations": {"mesh": {"D001769": true}}, "citation": {"authors": ["Cao Y", "Chen G", "Chen H", "Chen T", "Guo W", "Han M", "Huang D", "Li S", "Luo X", "Ning Q", "Song J", "Wang H", "Wang T", "Wu D", "Wu S", "Yu H", "Zhang M", "Zhang X", "Zhao J"], "date": "2020-03-27", "db": "PubMed", "db_id": "32217835", "db_name": "The Journal of clinical investigation", "first": "Chen G", "last": "Ning Q"}, "evidence": "Levels of lactate dehydrogenase (LDH),  concentrations of serum high-sensitivity C-reactive protein (hsCRP), ferritin and D-dimer levels were markedly higher in severe cases than moderate cases.", "line": 128, "relation": "positiveCorrelation"}
path(doid:0080600)	positiveCorrelation	bp(efo:0004507)	{"annotations": {"mesh": {"D001769": true}}, "citation": {"db": "DOI", "db_id": "https://doi.org/10.1101/2020.02.06.20020974"}, "evidence": "Most of the patients had elevated levels of C-reactive protein; less common were elevated levels of alanine aminotransferase, aspartate aminotransferase, creatine kinase, and d-dimer.", "line": 95, "relation": "positiveCorrelation"}
path(doid:0080600)	positiveCorrelation	a(efo:0004219)	{"annotations": {"mesh": {"D001769": true}}, "citation": {"authors": ["Li H", "Liu ZS", "Lu XX", "Ren J", "Sun D", "Xiao H", "Zhang FR"], "date": "2020-03-19", "db": "PubMed", "db_id": "32193831", "db_name": "World journal of pediatrics : WJP", "first": "Sun D", "last": "Liu ZS"}, "evidence": "TBNK lymphocyte subset analysis revealed decreased percentage of CD16\u2009+\u2009CD56 + lymphocytes (4/8) and Th/Ts (1/8), and increased percentage of CD3 + (2/8), CD4 + (4/8) and CD8 + (1/8) lymphocytes. Cytokine detection assays showed increased levels of IL-6 (2/8), IL-10 (5/8) and IFN-\u03b3 (2/8).", "line": 120, "relation": "positiveCorrelation"}
path(doid:0080600)	negativeCorrelation	a(efo:0004219)	{"annotations": {"mesh": {"D001769": true}}, "citation": {"authors": ["Cao Y", "Chen G", "Chen H", "Chen T", "Guo W", "Han M", "Huang D", "Li S", "Luo X", "Ning Q", "Song J", "Wang H", "Wang T", "Wu D", "Wu S", "Yu H", "Zhang M", "Zhang X", "Zhao J"], "date": "2020-03-27", "db": "PubMed", "db_id": "32217835", "db_name": "The Journal of clinical investigation", "first": "Chen G", "last": "Ning Q"}, "evidence": "Preliminary analysis of circulating immune cells subsets as shown in Table 3 demonstrated that absolute numbers of total T lymphocytes, CD4+T cells and CD8+T cells  were reduced below the lower limit of normal (LLN) in the vast majority of patients with either severe or moderate COVID-19, and they were reduced more profoundly in severe cases (294.0, 177.5 and 89.0 \u00d7 106/L) than in moderate cases (640.5, 381.5 and 254.0 \u00d7 106/L) (Figure 3A, 161 3B).", "line": 164, "relation": "negativeCorrelation"}
path(doid:0080600)	negativeCorrelation	a(efo:0004219)	{"annotations": {"mesh": {"D001769": true}}, "citation": {"authors": ["Cao Y", "Chen G", "Chen H", "Chen T", "Guo W", "Han M", "Huang D", "Li S", "Luo X", "Ning Q", "Song J", "Wang H", "Wang T", "Wu D", "Wu S", "Yu H", "Zhang M", "Zhang X", "Zhao J"], "date": "2020-03-27", "db": "PubMed", "db_id": "32217835", "db_name": "The Journal of clinical investigation", "first": "Chen G", "last": "Ning Q"}, "evidence": "The reduced expressions of interferon-\u03b3 (IFN-\u03b3) by CD4+T, CD8+T and NK cells below LLN were observed in some patients with severe (50%, 16.7% and 16.7%) or moderate COVID-19 (14.3%, 0% and 14.3%).", "line": 181, "relation": "negativeCorrelation"}
path(doid:0080600)	regulates	p(hgnc:6204)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": " We identified several hub proteins including JUN, XPO1, NPM1, and HNRNPA1, with the highest number of connections within the 119 proteins.", "line": 81, "relation": "regulates"}
path(doid:0080600)	regulates	p(hgnc:12825)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": " We identified several hub proteins including JUN, XPO1, NPM1, and HNRNPA1, with the highest number of connections within the 119 proteins.", "line": 82, "relation": "regulates"}
path(doid:0080600)	regulates	p(hgnc:7910)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": " We identified several hub proteins including JUN, XPO1, NPM1, and HNRNPA1, with the highest number of connections within the 119 proteins.", "line": 83, "relation": "regulates"}
path(doid:0080600)	regulates	p(hgnc:5031)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": " We identified several hub proteins including JUN, XPO1, NPM1, and HNRNPA1, with the highest number of connections within the 119 proteins.", "line": 84, "relation": "regulates"}
path(doid:0080600)	association	path(doid:8622)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": "KEGG pathway enrichment analysis revealed multiple significant biological pathways (adjusted P value <\u20090.05), including measles, RNA transport, NF-kappa B signaling, Epstein-Barr virus infection, and influenza (Fig. 3b). Gene ontology (GO) biological process enrichment analysis further confirmed multiple viral infection-related processes (adjusted P value <\u20090.001), including viral life cycle, modulation by virus of host morphology or physiology, viral process, positive regulation of viral life cycle, transport of virus, and virion attachment to host cell (Fig. 3c).", "line": 88, "relation": "association"}
path(doid:0080600)	association	bp(go:0050658)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": "KEGG pathway enrichment analysis revealed multiple significant biological pathways (adjusted P value <\u20090.05), including measles, RNA transport, NF-kappa B signaling, Epstein-Barr virus infection, and influenza (Fig. 3b). Gene ontology (GO) biological process enrichment analysis further confirmed multiple viral infection-related processes (adjusted P value <\u20090.001), including viral life cycle, modulation by virus of host morphology or physiology, viral process, positive regulation of viral life cycle, transport of virus, and virion attachment to host cell (Fig. 3c).", "line": 89, "relation": "association"}
path(doid:0080600)	association	bp(go:0038061)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": "KEGG pathway enrichment analysis revealed multiple significant biological pathways (adjusted P value <\u20090.05), including measles, RNA transport, NF-kappa B signaling, Epstein-Barr virus infection, and influenza (Fig. 3b). Gene ontology (GO) biological process enrichment analysis further confirmed multiple viral infection-related processes (adjusted P value <\u20090.001), including viral life cycle, modulation by virus of host morphology or physiology, viral process, positive regulation of viral life cycle, transport of virus, and virion attachment to host cell (Fig. 3c).", "line": 90, "relation": "association"}
path(doid:0080600)	association	path(mesh:D020031)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": "KEGG pathway enrichment analysis revealed multiple significant biological pathways (adjusted P value <\u20090.05), including measles, RNA transport, NF-kappa B signaling, Epstein-Barr virus infection, and influenza (Fig. 3b). Gene ontology (GO) biological process enrichment analysis further confirmed multiple viral infection-related processes (adjusted P value <\u20090.001), including viral life cycle, modulation by virus of host morphology or physiology, viral process, positive regulation of viral life cycle, transport of virus, and virion attachment to host cell (Fig. 3c).", "line": 91, "relation": "association"}
path(doid:0080600)	association	path(doid:8469)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": "KEGG pathway enrichment analysis revealed multiple significant biological pathways (adjusted P value <\u20090.05), including measles, RNA transport, NF-kappa B signaling, Epstein-Barr virus infection, and influenza (Fig. 3b). Gene ontology (GO) biological process enrichment analysis further confirmed multiple viral infection-related processes (adjusted P value <\u20090.001), including viral life cycle, modulation by virus of host morphology or physiology, viral process, positive regulation of viral life cycle, transport of virus, and virion attachment to host cell (Fig. 3c).", "line": 92, "relation": "association"}
path(doid:0080600)	association	bp(go:0019058)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": "KEGG pathway enrichment analysis revealed multiple significant biological pathways (adjusted P value <\u20090.05), including measles, RNA transport, NF-kappa B signaling, Epstein-Barr virus infection, and influenza (Fig. 3b). Gene ontology (GO) biological process enrichment analysis further confirmed multiple viral infection-related processes (adjusted P value <\u20090.001), including viral life cycle, modulation by virus of host morphology or physiology, viral process, positive regulation of viral life cycle, transport of virus, and virion attachment to host cell (Fig. 3c).", "line": 93, "relation": "association"}
path(doid:0080600)	negativeCorrelation	bp(go:0019058)	{"annotations": {}, "citation": {"authors": ["Cao L", "Chen Y", "Guo D", "Guo M", "Hu W", "Jiang A", "Lan K", "Lin Y", "Liu Y", "Shi M", "Tang Z", "Wang D", "Wu H", "Xiong Y", "Yang J", "Zhang M", "Zhang Q", "Zhou Y"], "date": "2020-12-01", "db": "PubMed", "db_id": "32228226", "db_name": "Emerging microbes &amp; infections", "first": "Xiong Y", "last": "Chen Y", "pages": "761-770", "volume": "9"}, "evidence": "Figure 3. GO-term and KEGG pathway enrichment of down-regulated expressed genes in BALF and PBMC of COVID-19 patients.", "line": 518, "relation": "negativeCorrelation"}
path(doid:0080600)	association	bp(go:0046794)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": "KEGG pathway enrichment analysis revealed multiple significant biological pathways (adjusted P value <\u20090.05), including measles, RNA transport, NF-kappa B signaling, Epstein-Barr virus infection, and influenza (Fig. 3b). Gene ontology (GO) biological process enrichment analysis further confirmed multiple viral infection-related processes (adjusted P value <\u20090.001), including viral life cycle, modulation by virus of host morphology or physiology, viral process, positive regulation of viral life cycle, transport of virus, and virion attachment to host cell (Fig. 3c).", "line": 94, "relation": "association"}
path(doid:0080600)	association	bp(go:0016032)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": "KEGG pathway enrichment analysis revealed multiple significant biological pathways (adjusted P value <\u20090.05), including measles, RNA transport, NF-kappa B signaling, Epstein-Barr virus infection, and influenza (Fig. 3b). Gene ontology (GO) biological process enrichment analysis further confirmed multiple viral infection-related processes (adjusted P value <\u20090.001), including viral life cycle, modulation by virus of host morphology or physiology, viral process, positive regulation of viral life cycle, transport of virus, and virion attachment to host cell (Fig. 3c).", "line": 96, "relation": "association"}
path(doid:0080600)	association	bp(go:0019062)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": "KEGG pathway enrichment analysis revealed multiple significant biological pathways (adjusted P value <\u20090.05), including measles, RNA transport, NF-kappa B signaling, Epstein-Barr virus infection, and influenza (Fig. 3b). Gene ontology (GO) biological process enrichment analysis further confirmed multiple viral infection-related processes (adjusted P value <\u20090.001), including viral life cycle, modulation by virus of host morphology or physiology, viral process, positive regulation of viral life cycle, transport of virus, and virion attachment to host cell (Fig. 3c).", "line": 97, "relation": "association"}
path(doid:0080600)	positiveCorrelation	path(mesh:D010612)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "She experienced only mild symptoms such as a sore throat and fatigue, without any signs of pneumonia such as cough and chest tightness.", "line": 50, "relation": "positiveCorrelation"}
path(doid:0080600)	positiveCorrelation	path(mesh:D010612)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "A 69-year old woman had persistent fever (> 38 \u2103) accompanied by a dry cough, headache, sore throat, myalgia and fatigue for three days.", "line": 139, "relation": "positiveCorrelation"}
path(doid:0080600)	positiveCorrelation	path(hp:0031352)	{"annotations": {}, "citation": {"authors": ["Akdis CA", "Cao YY", "Dong X", "Du H", "Gao YD", "Lu XX", "Yan YQ", "Zhang JJ"], "date": "2020-03-20", "db": "PubMed", "db_id": "32196678", "db_name": "Allergy", "first": "Dong X", "last": "Gao YD"}, "evidence": "She developed chest tightness, shortness of breath, loss of appetite, 62 nausea, and diarrhea", "line": 62, "relation": "positiveCorrelation"}
